ts_code,net_flow,name
601618.SH,3.637978807091713e-12,中国中冶
002252.SZ,2.7284841053187847e-12,上海莱士
000963.SZ,2.7284841053187847e-12,华东医药
600377.SH,2.1600499167107046e-12,宁沪高速
600061.SH,1.8189894035458565e-12,国投资本
000800.SZ,1.1368683772161603e-12,一汽解放
002007.SZ,9.094947017729282e-13,华兰生物
601012.SH,0.0,隆基绿能
601939.SH,0.0,建设银行
300782.SZ,0.0,卓胜微
601600.SH,0.0,中国铝业
300760.SZ,0.0,迈瑞医疗
600050.SH,0.0,中国联通
600010.SH,0.0,包钢股份
000166.SZ,0.0,申万宏源
688082.SH,-9.094947017729282e-13,盛美上海
600926.SH,-1.8189894035458565e-12,杭州银行
001289.SZ,-4.092726157978177e-12,龙源电力
000807.SZ,-7.275957614183426e-12,云铝股份
002920.SZ,-7.275957614183426e-12,德赛西威
002311.SZ,-9.094947017729282e-12,海大集团
601633.SH,-9.094947017729282e-12,长城汽车
601628.SH,-1.0913936421275139e-11,中国人寿
601006.SH,-1.0913936421275139e-11,大秦铁路
600085.SH,-1.2732925824820995e-11,同仁堂
300979.SZ,-1.4097167877480388e-11,华利集团
601988.SH,-1.4551915228366852e-11,中国银行
600460.SH,-1.4551915228366852e-11,士兰微
601059.SH,-1.4551915228366852e-11,信达证券
601877.SH,-1.4551915228366852e-11,正泰电器
601800.SH,-1.4551915228366852e-11,中国交建
600600.SH,-1.6370904631912708e-11,青岛啤酒
601658.SH,-2.1827872842550278e-11,邮储银行
600584.SH,-2.9103830456733704e-11,长电科技
601225.SH,-2.9103830456733704e-11,陕西煤业
002049.SZ,-2.9103830456733704e-11,紫光国微
002460.SZ,-2.9103830456733704e-11,赣锋锂业
603259.SH,-2.9103830456733704e-11,药明康德
600066.SH,-3.2741809263825417e-11,宇通客车
300014.SZ,-3.637978807091713e-11,亿纬锂能
603019.SH,-5.820766091346741e-11,中科曙光
000858.SZ,-5.820766091346741e-11,五粮液
601318.SH,-8.731149137020111e-11,中国平安
002241.SZ,-1.1641532182693481e-10,歌尔股份
688012.SH,-1.4551915228366852e-10,中微公司
300124.SZ,-1.7462298274040222e-10,汇川技术
603986.SH,-1.7462298274040222e-10,兆易创新
300059.SZ,-2.3283064365386963e-10,东方财富
688256.SH,-4.656612873077393e-10,寒武纪-U
300308.SZ,-0.009999999718274921,中际旭创
601398.SH,-0.009999999863794073,工商银行
603296.SH,-0.009999999892897904,华勤技术
002594.SZ,-0.009999999892897904,比亚迪
601100.SH,-0.00999999990744982,恒立液压
002916.SZ,-0.009999999943829607,深南电路
601698.SH,-0.009999999951105565,中国卫通
000333.SZ,-0.009999999951105565,美的集团
000425.SZ,-0.009999999951105565,徐工机械
300442.SZ,-0.009999999951105565,润泽科技
300450.SZ,-0.009999999958381522,先导智能
688169.SH,-0.00999999996565748,石头科技
600845.SH,-0.009999999972933438,宝信软件
001979.SZ,-0.009999999972933438,招商蛇口
601021.SH,-0.009999999972933438,春秋航空
600160.SH,-0.009999999976571416,巨化股份
601211.SH,-0.009999999980209395,国泰君安
600276.SH,-0.009999999980209395,恒瑞医药
600309.SH,-0.009999999980209395,万华化学
002074.SZ,-0.009999999980209395,国轩高科
300433.SZ,-0.009999999980209395,蓝思科技
603288.SH,-0.009999999982028385,海天味业
002179.SZ,-0.009999999983847374,中航光电
000895.SZ,-0.009999999990668584,双汇发展
605117.SH,-0.009999999991123332,德业股份
600918.SH,-0.009999999991123332,中泰证券
002129.SZ,-0.009999999991123332,TCL中环
600015.SH,-0.009999999991123332,华夏银行
601377.SH,-0.009999999992942321,兴业证券
600000.SH,-0.00999999999476131,浦发银行
002736.SZ,-0.00999999999476131,国信证券
000983.SZ,-0.00999999999476131,山西焦煤
688599.SH,-0.00999999999476131,天合光能
601066.SH,-0.00999999999476131,中信建投
605499.SH,-0.00999999999476131,东鹏饮料
002601.SZ,-0.009999999997489795,龙佰集团
601236.SH,-0.009999999998171916,红塔证券
300896.SZ,-0.00999999999839929,爱美客
600027.SH,-0.00999999999839929,华电国际
600875.SH,-0.010000000000218279,东方电气
600196.SH,-0.010000000000218279,复星医药
300759.SZ,-0.010000000002037268,康龙化成
603806.SH,-0.010000000002037268,福斯特
600887.SH,-0.010000000002037268,伊利股份
600115.SH,-0.010000000003856258,中国东航
600176.SH,-0.010000000003856258,中国巨石
603369.SH,-0.010000000007494236,今世缘
002415.SZ,-0.010000000009313226,海康威视
300274.SZ,-0.010000000009313226,阳光电源
300418.SZ,-0.010000000009313226,昆仑万维
000002.SZ,-0.010000000009313226,万科A
600019.SH,-0.010000000009313226,宝钢股份
600958.SH,-0.010000000012951205,东方证券
600111.SH,-0.010000000012951205,北方稀土
002271.SZ,-0.010000000014770194,东方雨虹
600905.SH,-0.010000000016589183,三峡能源
603993.SH,-0.010000000023865141,洛阳钼业
601901.SH,-0.01000000002750312,方正证券
601872.SH,-0.01000000002750312,招商轮船
601868.SH,-0.010000000038417056,中国能建
002709.SZ,-0.010000000042055035,天赐材料
000100.SZ,-0.010000000052968971,TCL科技
601127.SH,-0.010000000067520887,赛力斯
688008.SH,-0.010000000416766852,澜起科技
002230.SZ,-0.019999999611172825,科大讯飞
688111.SH,-0.01999999996041879,金山办公
601288.SH,-0.01999999996041879,农业银行
600438.SH,-0.019999999974970706,通威股份
600919.SH,-0.019999999974970706,江苏银行
601838.SH,-0.019999999982246663,成都银行
000661.SZ,-0.019999999982246663,长春高新
600362.SH,-0.019999999984065653,江西铜业
300316.SZ,-0.019999999985884642,晶盛机电
300347.SZ,-0.01999999998952262,泰格医药
600025.SH,-0.019999999992251105,华能水电
601799.SH,-0.019999999995889084,星宇股份
601818.SH,-0.01999999999679858,光大银行
601669.SH,-0.01999999999679858,中国电建
601888.SH,-0.01999999999679858,中国中免
601898.SH,-0.019999999998617568,中煤能源
601186.SH,-0.020000000000436557,中国铁建
600886.SH,-0.02000000000316504,国投电力
300408.SZ,-0.020000000004074536,三环集团
300661.SZ,-0.020000000004074536,圣邦股份
600161.SH,-0.020000000007712515,天坛生物
603799.SH,-0.02000000001862645,华友钴业
300122.SZ,-0.02000000001862645,智飞生物
600660.SH,-0.02000000002044544,福耀玻璃
600219.SH,-0.02000000002226443,南山铝业
600028.SH,-0.02000000002590241,中国石化
601919.SH,-0.020000000033178367,中远海控
600104.SH,-0.020000000033178367,上汽集团
600048.SH,-0.020000000033178367,保利发展
601881.SH,-0.020000000047730282,中国银河
002463.SZ,-0.020000000047730282,沪电股份
600690.SH,-0.02000000005500624,海尔智家
002714.SZ,-0.029999999969732016,牧原股份
002001.SZ,-0.02999999998792191,新和成
002938.SZ,-0.029999999997016857,鹏鼎控股
688472.SH,-0.030000000006111804,阿特斯
601607.SH,-0.0399999999949614,上海医药
