"trade_date","ts_code","name","industry","area","pe","float_share","total_share","total_assets","liquid_assets","fixed_assets","reserved","reserved_pershare","eps","bvps","pb","list_date","undp","per_undp","rev_yoy","profit_yoy","gpr","npr","holder_num"
"20250214","603901.SH","永创智能","专用机械","浙江","46.24","4.84","4.88","77.9","52.39","12.36","9.08","1.86","0.16","4.96","2","20150529","9.64","1.98","2.97","-52.76","27.79","3.12","21524"
"20250214","688312.SH","燕麦科技","专用机械","深圳","44.82","1.45","1.45","16.07","12.03","2.75","8.47","5.85","0.49","9.85","2.88","20200608","3.61","2.49","73.19","52.41","56.78","18.51","6545"
"20250214","688798.SH","艾为电子","半导体","上海","74.62","1.35","2.33","49.35","31.87","7.83","31.86","13.69","0.77","16.59","4.59","20210816","4.06","1.74","32.71","264.68","29.69","7.52","8300"
"20250214","301119.SZ","正强股份","汽车配件","浙江","35.31","0.83","1.04","13.98","12.48","0.91","5.27","5.07","0.64","9.72","3.09","20211122","3.44","3.31","-1.44","-12.53","33.11","21.94","10236"
"20250214","600889.SH","南京化纤","化纤","江苏","0","3.66","3.66","17.46","5.19","10.16","5.39","1.47","-0.43","1.95","9.54","19960308","-4.55","-1.24","30.29","-64.28","-7.65","-41.06","33212"
"20250214","002831.SZ","裕同科技","广告包装","深圳","16.16","5.21","9.31","227","129.37","67.51","19.28","2.07","1.22","12.08","2.14","20161216","83.21","8.94","13.44","13.05","25.19","9.32","12876"
"20250214","600400.SH","红豆股份","服饰","江苏","1250.26","22.91","22.97","46.22","23.45","3.67","1.21","0.05","0.001","1.23","1.94","20010108","7.1","0.31","-4.31","-91.6","39.66","0.27","39660"
"20250214","002055.SZ","得润电子","元器件","深圳","0","5.91","6.04","75.59","36.07","15.41","28.9","4.78","-0.21","4.13","1.51","20060725","-11.04","-1.83","-23.07","-1643.39","15.39","-6.35","83558"
"20250214","839792.BJ","东和新材","其他建材","辽宁","27.23","1","1.66","15.51","8.68","2.83","2.79","1.69","0.28","5.92","1.7","20230330","4.71","2.84","11.42","-12.71","25.72","11.89","7713"
"20250214","688355.SH","明志科技","机械基件","江苏","32.12","1.24","1.24","13.31","8.95","3.23","6.82","5.5","0.43","8.52","2.15","20210512","2.37","1.91","25.5","10635.69","33.17","12.16","4082"
"20250214","000061.SZ","农 产 品","农业综合","深圳","27.38","16.97","16.97","205.52","37.09","20.53","27.85","1.64","0.18","3.68","1.83","19970110","13.73","0.81","-7.93","7.31","29.88","12.15","37303"
"20250214","833819.BJ","颖泰生物","农药化肥","北京","0","12.08","12.26","123.94","47.42","25.87","30.14","2.46","-0.16","4.41","0.76","20200727","10.66","0.87","-1.54","-229.1","11.44","-4.7","25091"
"20250214","002584.SZ","西陇科学","化工原料","广东","56.07","4.32","5.85","49.62","35.37","6.14","6.82","1.17","0.11","3.97","2.07","20110602","9.01","1.54","13.16","117.61","6.23","0.99","86058"
"20250214","002956.SZ","西麦食品","食品","广西","25.37","2.23","2.23","19.58","11.97","3.86","6.75","3.02","0.49","6.69","2.45","20190619","5.39","2.41","26.49","17.13","42.61","7.58","15794"
"20250214","301021.SZ","英诺激光","专用机械","深圳","3712.81","1.52","1.52","12.01","8.34","1.78","5.19","3.41","0.01","6.41","4.37","20210706","2.84","1.86","29.94","113.73","49.01","-0.53","15648"
"20250214","002599.SZ","盛通股份","广告包装","北京","8247.47","4.03","5.38","23.62","10.56","7.75","6.03","1.12","0.001","2.68","3.45","20110715","2.59","0.48","-16.32","102.03","15.9","0.07","38900"
"20250214","000757.SZ","浩物股份","汽车服务","四川","0","5.33","5.33","25.51","17.63","5.04","14.94","2.8","-0.05","2.91","1.34","19970627","-5.22","-0.98","-3.18","53.1","10.73","-0.91","25252"
"20250214","600238.SH","海南椰岛","红黄酒","海南","0","4.45","4.48","9.65","5.04","1.56","1.1","0.25","-0.02","0.52","11.19","20000120","-4.52","-1.01","0.15","84.76","38.5","-5.58","74200"
"20250214","600683.SH","京投发展","区域地产","浙江","0","7.41","7.41","592.1","529.1","0.69","3.28","0.44","-1.47","0.98","3.98","19931025","-7.77","-1.05","-88.89","-1285.82","-0.94","-101.97","37138"
"20250214","600159.SH","大龙地产","区域地产","北京","0","8.3","8.3","34.62","29.42","0.57","3.43","0.41","-0.02","2.3","1.06","19980526","6.97","0.84","3.95","-501.01","10.16","-2.74","47378"
"20250214","688981.SH","中芯国际","半导体","上海","219.08","19.88","79.78","3309.55","772.98","1096.85","1029.82","12.91","0.34","18.58","5.33","20200716","384.56","4.82","26.53","-26.36","17.64","7.72","236005"
"20250214","000002.SZ","万 科Ａ","全国地产","深圳","0","97.17","119.31","13571.8","10162.76","205.43","254.71","2.13","-1.51","19.62","0.4","19910129","756.73","6.34","-24.25","-231.73","9.5","-7.46","627280"
"20250214","300313.SZ","ST天山","农业综合","新疆","0","1.97","3.13","2.75","0.76","0.67","1.61","0.51","-0.13","0.07","81.36","20120425","-4.64","-1.48","11.23","-219.31","-2.28","-38.51","13945"
"20250214","300280.SZ","紫天科技","广告包装","福建","273.51","1.6","1.62","33.8","25.98","0.01","11.34","7","0.05","7.55","2.52","20111229","-1.08","-0.67","-48.45","-95.88","3.96","0.7","32578"
"20250214","300063.SZ","天龙集团","互联网","广东","126.41","6.25","7.59","30.09","25.68","1.4","12.87","1.7","0.06","2.12","5.07","20100326","-4.62","-0.61","-13.06","-6.86","6.04","0.98","59422"
"20250214","832175.BJ","东方碳素","化工原料","河南","0","0.6","1.19","14.5","6.93","1.45","3.67","3.08","-0.3","6.78","1.66","20230630","2.64","2.22","-11.71","-161.7","15.99","-14.99","10873"
"20250214","000520.SZ","凤凰航运","水运","湖北","0","10.12","10.12","7.22","2.34","4.52","19.6","1.94","-0.02","0.52","9.5","19931025","-27.02","-2.67","1.84","-33.07","-0.36","-2.92","82573"
"20250214","300969.SZ","恒帅股份","汽车配件","浙江","36.25","0.21","0.8","14.91","9.77","3.08","4.95","6.18","2.04","15.4","6.41","20210412","6.12","7.65","6.3","8.96","35.63","23.22","6316"
"20250214","301078.SZ","孩子王","其他商业","江苏","92.15","12.46","12.58","95.89","52.17","6.29","12.63","1","0.12","2.92","4.39","20211014","9.94","0.79","7.1","12.24","29.5","2.27","33742"
"20250214","300829.SZ","金丹科技","食品","河南","24.55","1.32","1.92","34.43","10.34","11.97","6.83","3.55","0.56","9.28","1.86","20200422","7.92","4.12","4.17","7.1","19.85","8.78","16597"
"20250214","603194.SH","中力股份","工程机械","浙江","17.16","0.5","4.01","65.28","41.34","14.02","5.2","1.3","1.62","11.56","3.21","20241224","24.6","6.13","0","0","29.69","13.69","76114"
"20250214","603159.SH","上海亚虹","专用机械","上海","87.66","1.4","1.4","6.34","4.21","1.77","0.83","0.59","0.13","3.6","4.26","20160812","2.5","1.79","-10.41","-24.29","20.23","5.18","7298"
"20250214","002762.SZ","金发拉比","服饰","广东","0","2.11","3.54","8.62","3.19","2.29","1.6","0.45","-0.03","2.28","2.39","20150610","2.18","0.62","-7.63","-339.92","51.26","-7.35","38455"
"20250214","688332.SH","中科蓝讯","半导体","深圳","52.49","0.44","1.2","44.8","43.61","0.05","28.85","23.98","1.72","32.34","3.72","20220715","8.14","6.76","18.91","4.8","22.92","16.56","11731"
"20250214","001270.SZ","铖昌科技","半导体","浙江","0","1.01","2.07","14.7","10.45","2.71","8.81","4.25","-0.16","6.57","4.52","20220606","2.76","1.33","-41.22","-160.19","52.04","-31.4","26482"
"20250214","832885.BJ","星辰科技","电器仪表","广西","146.4","0.88","1.71","5.07","3.51","0.41","0.79","0.46","0.07","2.21","6.28","20210708","1.07","0.63","10.21","53.86","42.1","12.14","6399"
"20250214","603809.SH","豪能股份","汽车配件","四川","32.35","6.41","6.41","55.79","18.14","20.89","1.08","0.17","0.42","4","4.09","20171128","15.29","2.38","26.57","62.64","34.14","14.37","18901"
"20250214","002991.SZ","甘源食品","食品","江西","19.39","0.5","0.93","20.58","10.74","6.26","9.49","10.18","3.05","17.34","4.44","20200731","6.56","7.04","22.23","29.48","35.59","17.27","8999"
"20250214","002820.SZ","桂发祥","食品","天津","50.28","2","2.01","10.17","6.65","1.85","4.38","2.18","0.18","4.62","2.58","20161118","2.72","1.35","-0.86","-43.1","46.24","8.87","19635"
"20250214","301598.SZ","博科测试","专用机械","北京","49.89","0.15","0.59","13.29","12.83","0.14","0.81","1.37","1.11","16.03","4.59","20241220","3.35","5.69","0","0","46.27","20.24","14556"
"20250214","600779.SH","水井坊","白酒","四川","16.01","4.88","4.88","88.81","52.51","27.17","4.01","0.82","2.31","10.18","4.84","19961206","38.97","7.99","5.56","10.03","82.94","29.7","93863"
"20250214","688130.SH","晶华微","半导体","浙江","0","0.3","0.93","12.9","12.64","0.05","11.23","12.08","-0.08","13.64","1.9","20220729","0.62","0.67","3.33","-260.34","58.28","-7.4","7882"
"20250214","002046.SZ","国机精工","机械基件","河南","26.08","5.26","5.29","56.09","28.77","13.54","16.09","3.04","0.39","6.41","2.1","20050526","11.19","2.12","-11.64","-15.11","36.77","11.75","44404"
"20250214","000886.SZ","海南高速","区域地产","海南","120.37","9.78","9.89","35.26","19.24","0.81","9.47","0.96","0.04","3.08","2.11","19980123","7","0.71","121.2","-14.28","14.78","28.67","57881"
"20250214","600865.SH","百大集团","百货","浙江","19.29","3.76","3.76","25.37","13.87","0.54","2.34","0.62","0.35","6.22","1.45","19940809","15.35","4.08","-6.27","532.11","89.92","92.26","14572"
"20250214","002283.SZ","天润工业","汽车配件","山东","17.48","10.01","11.39","85.72","51.42","26.58","14.87","1.31","0.24","5.29","1.04","20090821","31.33","2.75","-6.14","-13.47","23.74","9.66","40984"
"20250214","600208.SH","衢州发展","全国地产","浙江","9.65","85.08","85.09","1008.73","441.02","6.52","94.16","1.11","0.23","5.17","0.58","19990623","263.4","3.1","279.28","1.43","41.48","22.14","111955"
"20250214","002294.SZ","信立泰","化学制药","深圳","47.69","11.15","11.15","102.33","37.61","13.63","19.28","1.73","0.46","7.72","3.77","20090910","50.01","4.49","22.18","6.37","72.07","17.06","25892"
"20250214","600114.SH","东睦股份","机械基件","浙江","32.67","6.16","6.16","73.74","31.19","26","9.05","1.47","0.45","4.36","4.49","20040511","9.48","1.54","29.8","158.7","23.68","8.55","43433"
"20250214","301398.SZ","星源卓镁","汽车配件","浙江","54.71","0.24","0.8","11.81","7.05","2.89","6.6","8.25","0.7","13.53","3.78","20221215","2.99","3.73","13.54","-3.72","33.72","19.47","9821"
"20250214","300828.SZ","锐新科技","机械基件","天津","51.41","1.25","1.67","8.62","4.52","2.74","2.94","1.77","0.23","4.68","3.33","20200421","2.7","1.62","-13.77","-36.65","18.55","8.68","12501"
"20250214","600819.SH","耀皮玻璃","玻璃","上海","40.28","7.47","9.35","80.43","37.4","30.93","12.16","1.3","0.1","3.7","1.49","19940128","8.31","0.89","4.14","205.82","16.09","2.78","48858"
"20250214","002199.SZ","东晶电子","元器件","浙江","0","2.43","2.43","5.21","2.37","2.55","5.16","2.12","-0.18","1.06","6.68","20071221","-5.23","-2.15","30.32","-1.92","7.46","-27.15","27065"
"20250214","000417.SZ","合百集团","百货","安徽","15.55","7.79","7.8","126.79","48.48","15.8","3.9","0.5","0.27","6.05","0.92","19960812","24.01","3.08","3.88","-20.36","27.03","5.15","26795"
"20250214","300307.SZ","慈星股份","纺织机械","浙江","16.51","7.84","7.94","50.26","28.83","8.54","19.65","2.47","0.39","4.08","2.1","20120329","1.18","0.15","3.74","163.81","31.57","18.37","38958"
"20250214","002328.SZ","新朋股份","汽车配件","上海","23.96","5.71","7.72","60.05","34.49","11.35","9.32","1.21","0.19","4.28","1.42","20091230","14.5","1.88","-10.02","-22.9","11.02","5.93","32300"
"20250214","600080.SH","金花股份","中成药","陕西","68.96","3.73","3.73","18.6","7.33","1.22","8.21","2.2","0.08","4.07","1.86","19970612","4.75","1.27","4","716.15","77.98","7.34","22641"
"20250214","000626.SZ","远大控股","商贸代理","江苏","0","5.02","5.09","85.11","65.85","5.52","13.46","2.64","-0.15","5.03","1.11","19961128","7.22","1.42","2.16","-131.42","0.66","-0.08","22853"
"20250214","603897.SH","长城科技","电气设备","浙江","18.67","2.06","2.06","65.54","55.4","8.34","15.89","7.7","0.91","12.16","1.87","20180410","6.11","2.96","16.01","73","4.18","1.99","23233"
"20250214","600307.SH","酒钢宏兴","普钢","甘肃","0","62.63","62.63","478.1","109.07","250.84","67.1","1.07","-0.31","1.32","1.16","20001220","-62.56","-1","-14.47","-444.97","4.98","-7.56","192074"
"20250214","300894.SZ","火星人","家用电器","浙江","287.7","2.94","4.08","24.2","12.03","5.78","4.77","1.17","0.04","3.23","4.4","20201231","2.93","0.72","-35.51","-93.22","44.06","1.49","27169"
"20250214","832786.BJ","骑士乳业","乳制品","内蒙","108.57","1.1","2.09","22.69","7.44","7.63","2.3","1.1","0.05","3.74","1.9","20231013","3.12","1.49","-5.52","-86.16","24.26","1.59","7701"
"20250214","600081.SH","东风科技","汽车配件","上海","92.78","5.53","5.53","97.18","63.64","12.9","23.66","4.28","0.11","8.23","1.67","19970703","14.41","2.61","-4.74","-5.33","11.94","3.08","29315"
"20250214","000619.SZ","海螺新材","其他建材","安徽","0","3.6","4.41","52.37","30.68","16.64","8.58","1.94","-0.06","6.06","1.01","19961023","11.13","2.52","-4.39","-907.46","8.29","-0.59","26675"
"20250214","600076.SH","康欣新材","广告包装","山东","0","13.45","13.45","68.94","41.76","8.69","10.57","0.79","-0.09","3.14","0.65","19970526","17.16","1.28","395.78","5.17","-2.93","-25.48","40797"
"20250214","300041.SZ","回天新材","化工原料","湖北","22.2","5.44","5.59","65.48","38.16","17.24","8.77","1.57","0.29","5","1.73","20100108","14.01","2.5","-1.91","-44.86","18.29","5.4","31537"
"20250214","600702.SH","舍得酒业","白酒","四川","21.06","3.33","3.33","116.34","76.21","17.76","8.69","2.61","1.99","21.28","2.65","19960524","61.83","18.56","-15.03","-48.35","67.9","14.96","118213"
"20250214","688515.SH","裕太微-U","半导体","江苏","0","0.5","0.8","17.85","16.74","0.32","19.22","24.02","-1.75","20.78","5.43","20230210","-2.99","-3.74","61.44","-0.09","42.9","-52.6","7508"
"20250214","002629.SZ","仁智股份","石油开采","浙江","0","3.56","4.26","2.16","1.78","0.2","1.33","0.31","-0.02","0.07","64.51","20111103","-5.54","-1.3","-15.1","42.75","4.15","-7.83","27626"
"20250214","600760.SH","中航沈飞","航空","山东","52.65","27.45","27.56","531.9","435.94","50.37","51.83","1.88","0.66","5.79","8","19961011","78.33","2.84","-26.95","-23.12","12.48","7.14","77627"
"20250214","000488.SZ","晨鸣纸业","造纸","山东","0","16.76","29.41","751.94","255.72","317.97","52.5","1.78","-0.24","5.4","0.47","20001120","73.1","2.49","0.52","7.57","8.82","-4.08","133939"
"20250214","002528.SZ","ST英飞拓","IT设备","深圳","0","10.5","11.99","25.89","18.43","3.22","23.8","1.99","-0.06","0.34","7.41","20101224","-32.69","-2.73","-28.78","79.57","27.59","-10.98","68436"
"20250214","688080.SH","映翰通","通信设备","北京","33.22","0.74","0.74","11.72","10.48","0.45","4.01","5.42","1.13","13.44","3.72","20200212","4.85","6.57","15.98","21","52.82","20.68","5910"
"20250214","002681.SZ","奋达科技","元器件","深圳","67.72","15.43","18.05","46.31","18.19","2.89","17.72","0.98","0.08","1.37","5.6","20120605","-12.08","-0.67","2.37","-6.85","22.2","6","233000"
"20250214","603270.SH","金帝股份","机械基件","山东","45.25","0.71","2.19","31.34","17.91","7.94","14.31","6.53","0.38","9.85","2.33","20230901","4.65","2.12","5.15","-33.22","29.1","8.9","22988"
"20250214","603215.SH","比依股份","家用电器","浙江","23.44","0.71","1.89","25.16","16.29","2.98","5.02","2.67","0.54","6","2.81","20220218","4.15","2.2","17.46","-42.08","16.17","6.64","10979"
"20250214","002692.SZ","远程股份","电气设备","江苏","48.22","7.18","7.18","31.57","25.87","3.62","1.5","0.21","0.07","1.61","2.86","20120808","1.92","0.27","40.09","60.54","10.44","1.62","33676"
"20250214","300260.SZ","新莱应材","机械基件","江苏","37.21","2.88","4.08","48.11","30.88","8.84","3.77","0.92","0.49","4.73","5.09","20110906","11.15","2.73","9.35","17.63","25","9.15","28626"
"20250214","300128.SZ","锦富技术","元器件","江苏","0","12.99","12.99","39.28","19.87","6.84","9.94","0.77","-0.12","0.71","7.27","20101013","-12.32","-0.95","17.01","-59.26","12.45","-14.97","34336"
"20250214","603269.SH","海鸥股份","机械基件","江苏","45.64","2.21","2.21","35.27","30.07","2.77","2.44","1.11","0.19","4.66","2.43","20170517","4.62","2.1","24.76","10.45","23.88","3.7","11079"
"20250214","003033.SZ","征和工业","汽车配件","山东","19.99","0.81","0.82","22.64","9.92","6.48","4.52","5.53","1.2","14.92","2.14","20210111","6.53","7.99","8.31","4.94","22.41","7.4","6748"
"20250214","000158.SZ","常山北明","软件服务","河北","0","15.88","15.99","165.74","108.86","14.74","26.67","1.67","-0.18","3.48","7.68","20000724","10.62","0.66","5.6","-118.43","10.14","-6.2","483234"
"20250214","688102.SH","斯瑞新材","铜","陕西","64.61","4.18","7.27","20.08","7.84","6.64","0.47","0.06","0.11","1.48","6.28","20220316","2.86","0.39","10.98","14.35","23","8.22","8108"
"20250214","300388.SZ","节能国祯","环境保护","安徽","14.28","6.79","6.81","165.98","59.31","1.5","15.79","2.32","0.38","6.42","1.12","20140801","19.34","2.84","-1.75","2.21","29.34","10.04","23405"
"20250214","301361.SZ","众智科技","电气设备","河南","50.68","0.29","1.16","11.72","7.71","1.63","7.01","6.03","0.44","9.68","3.09","20221116","2.64","2.27","-1.14","-4.57","56.84","32.52","11178"
"20250214","603985.SH","恒润股份","电气设备","江苏","0","4.41","4.41","45.16","18.88","19.31","16.98","3.85","-0.17","7.42","1.74","20170505","10.54","2.39","-14.6","-226.9","2.7","-6.88","43297"
"20250214","300539.SZ","横河精密","塑料","浙江","81.94","1.71","2.22","11.06","5.88","3.18","1.21","0.54","0.11","2.46","4.84","20160830","1.75","0.79","9.76","-11.94","21.08","4.35","12415"
"20250214","000720.SZ","新能泰山","电气设备","山东","0","12.57","12.57","54.49","48.3","0.68","5.56","0.44","-0.03","1.95","1.6","19970509","4.87","0.39","-35.2","14.13","7.43","-5.23","43621"
"20250214","600423.SH","柳化股份","农药化肥","广西","59.99","7.99","7.99","5.83","4.84","0.82","17.86","2.24","0.04","0.69","4.49","20030717","-20.68","-2.59","39.29","178.34","23.88","23.97","20671"
"20250214","000514.SZ","渝 开 发","区域地产","重庆","0","8.44","8.44","79.03","51.83","5.47","11.92","1.41","-0.05","4.38","0.95","19930712","14.52","1.72","20.23","-793.6","23.55","-18.5","62804"
"20250214","688256.SH","寒武纪-U","半导体","北京","0","4.17","4.17","60.95","52.57","1.46","97.97","23.47","-1.74","12.31","50.85","20200720","-49.46","-11.85","27.09","10.31","55.23","-393.12","26469"
"20250214","002431.SZ","棕榈股份","建筑工程","河南","0","17.89","18.13","193.1","123.26","1.27","30.99","1.71","-0.33","1.46","1.42","20100610","-24.31","-1.34","-32.42","-108.52","8.37","-24.83","67033"
"20250214","002822.SZ","ST中装","装修装饰","深圳","0","5.39","7.28","69.84","51.89","4.23","12.56","1.72","-1.11","2.51","1.45","20161129","-3.23","-0.44","-28.13","-768.51","-13.89","-42.27","23023"
"20250214","603686.SH","福龙马","环境保护","福建","29.54","4.15","4.15","67.2","47.8","7.77","8.34","2.01","0.28","7.97","1.37","20150126","18.44","4.44","0.78","-38.06","20.51","4.39","39812"
"20250214","300276.SZ","三丰智能","专用机械","湖北","592.44","10.21","14.01","43.77","35.09","2.17","16.83","1.2","0.01","1.38","7.56","20111115","-11.87","-0.85","23.27","-51.65","14.31","1.48","51351"
"20250214","300237.SZ","美晨科技","汽车配件","山东","0","14.39","14.42","80.29","66.29","9.9","12.03","0.83","-0.13","0.1","21.55","20110629","-25.81","-1.79","4.65","59.87","8.07","-16.28","41919"
"20250214","600128.SH","苏豪弘业","商贸代理","江苏","47.79","2.47","2.47","57.9","32.33","2.09","5.01","2.03","0.15","8.6","1.09","19970901","4.94","2","26.12","72.54","4.95","1.13","22217"
"20250214","603273.SH","天元智能","专用机械","江苏","112.79","0.56","2.14","13.87","12.01","0.73","4.09","1.91","0.12","4.01","4.58","20231023","1.99","0.93","-27.13","-42.46","13.6","5.87","25721"
"20250214","002685.SZ","华东重机","机床制造","江苏","152.12","10.08","10.08","35.73","27.39","2.82","30.24","3","0.03","1.45","4.69","20120612","-26.39","-2.62","80.39","141.63","6.89","1.75","59988"
"20250214","600981.SH","汇鸿集团","商贸代理","江苏","0","22.42","22.42","269.05","219.79","11.84","5.94","0.26","-0.04","2.11","1.24","20040630","13.52","0.6","4.24","-285.51","3.6","-0.11","46728"
"20250214","002748.SZ","ST世龙","化工原料","江西","56.25","2.4","2.4","22.85","9.44","9.36","3.13","1.31","0.1","5.59","1.31","20150319","6.76","2.82","-6.68","263.97","12.59","1.63","9900"
"20250214","688017.SH","绿的谐波","机械基件","江苏","366.24","1.69","1.83","25.37","10.55","4.14","13.45","7.34","0.35","12.01","13.06","20200828","4.4","2.4","8.64","-18.85","39.53","21.71","15830"
"20250214","688116.SH","天奈科技","化工原料","江苏","60.57","3.45","3.45","50.65","25.01","13.86","11.44","3.32","0.53","7.94","5.39","20190925","11.3","3.28","-1.69","13.06","35.74","17.46","17330"
"20250214","600965.SH","福成股份","农业综合","河北","89.76","8.19","8.19","26.12","11.2","9.02","2.98","0.36","0.04","2.6","1.63","20040713","8.5","1.04","-15.47","-78.76","25.93","3.91","27323"
"20250214","603721.SH","中广天择","影视音像","湖南","0","1.3","1.3","8.71","4.54","2.53","2.3","1.77","-0.01","3.95","7.23","20170811","1.25","0.96","36.85","67.1","16.06","-0.54","29211"
"20250214","600148.SH","长春一东","汽车配件","吉林","0","1.42","1.42","12.36","10.09","1.18","0.89","0.63","-0.03","3.29","5.81","19980520","1.92","1.35","-1.53","67.86","14.91","0.63","19794"
"20250214","000622.SZ","*ST恒立","批发业","湖南","0","4.25","4.25","4.82","2.97","0.75","1.96","0.46","-0.04","0.39","5.41","19961107","-4.56","-1.07","-36.55","-196.33","1.14","-23.15","18480"
"20250214","600094.SH","大名城","区域地产","上海","25.37","22.77","24.75","218.42","147.94","6.06","58.36","2.36","0.1","5.13","0.62","19970703","43.78","1.77","-62.74","-63.95","15.64","6.11","54118"
"20250214","300865.SZ","大宏立","专用机械","四川","89.16","0.68","0.96","10.62","6.91","2.28","4.93","5.16","0.2","9.19","2.55","20200824","2.4","2.51","12.47","330.36","29.25","6.24","10776"
"20250214","301591.SZ","肯特股份","塑料","江苏","41.41","0.21","0.84","9.34","7.24","0.85","4.93","5.87","0.75","10.25","3.79","20240228","2.53","3","9.92","0.07","38.98","18.22","10142"
"20250214","600119.SH","长江投资","仓储物流","上海","0","3.65","3.65","6.46","5.25","0.63","5.17","1.42","-0.08","0.49","17.46","19980115","-7.68","-2.1","-33.95","-348.47","5.55","-9.68","27989"
"20250214","600651.SH","飞乐音响","电器仪表","上海","316.34","25.07","25.07","42.19","24.28","8.08","34.7","1.38","0.01","0.98","4.37","19901219","-37.86","-1.51","0.42","74.59","15.48","1.82","52595"
"20250214","603878.SH","武进不锈","钢加工","江苏","13.15","5.61","5.61","39.62","29.11","8.37","7.43","1.32","0.3","4.72","1.13","20161219","11.11","1.98","-23.17","-37.5","16.3","8.16","14961"
"20250214","002693.SZ","双成药业","生物制药","海南","0","4.11","4.15","8.25","1.59","4.16","3.7","0.89","-0.09","1.05","16.31","20120808","-3.85","-0.93","-30.34","-2234.85","59.95","-40.64","38719"
"20250214","600712.SH","南宁百货","百货","广西","425.75","5.39","5.45","14.05","2.74","8.03","3.7","0.68","0.01","1.53","3.83","19960626","-1.4","-0.26","-16.66","130.71","30.19","1.33","34878"
"20250214","600838.SH","上海九百","百货","上海","92.96","4.01","4.01","16.68","4.57","0.38","1.84","0.46","0.07","3.84","2.23","19940224","6.31","1.57","2.97","-38.65","18.95","41.79","52311"
"20250214","601086.SH","国芳集团","百货","甘肃","67.58","6.66","6.66","26.46","10.8","5.37","3.26","0.49","0.05","2.32","2.07","20170929","3.1","0.47","-19.06","-72.35","45.98","5.94","30005"
"20250214","603511.SH","爱慕股份","服饰","北京","30","4.02","4.07","51.55","34.41","5.57","24.48","6.02","0.35","10.78","1.29","20210531","13.52","3.33","-8.04","-38.17","65.97","6.15","12378"
"20250214","300322.SZ","硕贝德","元器件","广东","1384.36","4.45","4.66","29.47","16.68","6.35","6.1","1.31","0.01","2.22","6.49","20120608","-0.35","-0.08","8.39","102.34","24.8","0.01","58436"
"20250214","000905.SZ","厦门港务","港口","福建","20.39","7.42","7.42","137.33","67.89","49.59","11.57","1.56","0.26","6.67","1.04","19990429","27.78","3.74","5.74","-13.87","2.6","1.31","40077"
"20250214","300554.SZ","三超新材","矿物制品","江苏","0","0.79","1.14","10.65","5.25","4.11","5.27","4.61","-0.41","6.57","3.26","20170421","0.91","0.8","-22.7","-288.14","19.81","-17.55","16756"
"20250214","000501.SZ","武商集团","百货","湖北","39.91","7.68","7.69","310.56","58.39","152.26","14.49","1.88","0.16","14.36","0.6","19921120","67.61","8.79","-5.86","4.74","47.31","2.42","34074"
"20250214","688226.SH","威腾电气","电气设备","江苏","39.56","1.58","1.88","40.02","30.66","4.48","4.3","2.29","0.7","7.05","4.35","20210707","4.75","2.53","36.73","28.64","16.39","4.25","5431"
"20250214","002059.SZ","云南旅游","旅游景点","云南","29.94","10.12","10.12","35.61","7.78","9.47","1.64","0.16","0.13","1.58","3.41","20060810","2.45","0.24","21.01","226.69","3.58","28.64","53100"
"20250214","836720.BJ","吉冈精密","机械基件","江苏","59.13","0.51","1.9","8.21","5.24","2.19","1.52","0.8","0.24","2.44","7.51","20211124","1.19","0.63","19.17","36.08","21.02","11.14","7346"
"20250214","600481.SH","双良节能","电气设备","江苏","0","18.74","18.74","311.01","152.64","105.15","27.09","1.45","-0.72","2.86","2.08","20030422","2.3","0.12","-44.93","-195.47","-0.39","-13","86859"
"20250214","000008.SZ","神州高铁","运输设备","北京","0","26.86","27.16","104.2","46.68","4.7","26.2","0.96","-0.07","1.24","2.17","19920507","-20.43","-0.75","-16.71","-23.69","28.82","-18.45","125159"
"20250214","000545.SZ","金浦钛业","化工原料","吉林","0","9.85","9.87","29.81","7.63","10.25","-2.06","-0.21","-0.06","1.35","1.6","19931215","5.48","0.56","-4.1","46.37","5.49","-3.37","66026"
"20250214","601929.SH","吉视传媒","影视音像","吉林","0","34.9","34.9","131.95","14.89","80.04","10.48","0.3","-0.09","1.59","1.36","20120223","-0.87","-0.03","3.45","-60.46","14.31","-21.76","92720"
"20250214","300046.SZ","台基股份","半导体","湖北","330.79","2.37","2.37","12.21","10.08","1.03","8.27","3.5","0.08","4.71","7.34","20100120","0.32","0.14","4.35","-50.18","30.63","6.72","55203"
"20250214","300024.SZ","机器人","专用机械","辽宁","0","15.23","15.66","121.49","83.23","13.21","27.5","1.76","-0.06","2.78","7.01","20091030","-1.25","-0.08","0.75","-25.32","14.4","-4.37","144050"
"20250214","002225.SZ","濮耐股份","其他建材","河南","33.36","8.26","10.1","84.05","54.72","14.83","8.27","0.82","0.12","3.32","1.63","20080425","13.7","1.36","-1.19","-40.81","18.63","2.95","30815"
"20250214","834033.BJ","康普化学","化工原料","重庆","22.57","0.84","1.19","8.62","4.7","1.29","2.31","1.94","0.67","6.03","3.32","20221221","3.37","2.83","-17.38","-30.77","44.82","27.83","2385"
"20250214","300624.SZ","万兴科技","软件服务","西藏","0","1.71","1.93","16.06","6.7","3.03","6.25","3.23","-0.03","6.59","11.91","20180118","4.35","2.25","-3.91","-108.48","93.72","-0.41","54040"
