"trade_date","ts_code","name","industry","area","pe","float_share","total_share","total_assets","liquid_assets","fixed_assets","reserved","reserved_pershare","eps","bvps","pb","list_date","undp","per_undp","rev_yoy","profit_yoy","gpr","npr","holder_num"
"20250214","003004.SZ","声迅股份","IT设备","北京","0","0.7","0.82","11.05","6.74","2.4","3.59","4.38","-0.35","8.32","3.2","20201126","2.12","2.59","-7.38","-59.83","40.14","-27.18","11310"
"20250214","301290.SZ","东星医疗","医疗保健","江苏","26.98","0.68","1","24.18","14.05","1.83","16.97","16.94","0.66","22.12","1.06","20221130","3.99","3.98","1.57","-8.17","48.77","20.71","10674"
"20250214","872374.BJ","云里物里","通信设备","深圳","100.67","0.34","0.82","3.08","2.78","0.1","0.91","1.11","0.27","3.11","11.63","20221129","0.8","0.98","13.77","0.87","45.81","13.94","6276"
"20250214","300560.SZ","中富通","通信设备","福建","189.1","1.87","2.3","28.25","22.26","2.9","4.52","1.97","0.06","4.74","3.05","20161101","3.63","1.58","-8.62","-37.9","16.08","1.1","26870"
"20250214","000065.SZ","北方国际","建筑工程","北京","10.36","9.29","10.25","240.48","139.95","28.17","18.96","1.85","0.76","8.88","1.15","19980605","60.59","5.91","-3.48","9.7","11.7","5.59","39580"
"20250214","000009.SZ","中国宝安","电气设备","深圳","45.08","25.51","25.79","525.43","300.83","116.13","14.89","0.58","0.15","3.93","2.28","19910625","57.5","2.23","-40.28","-43.2","27.29","6.26","161451"
"20250214","003007.SZ","直真科技","软件服务","北京","0","0.74","1.04","9.46","5.7","0.87","3.79","3.65","-0.4","7.87","4.25","20200923","3.23","3.11","-5.49","13.7","64.34","-22.84","15703"
"20250214","600699.SH","均胜电子","汽车配件","浙江","21.46","13.68","14.09","592.04","282.64","110.48","106.18","7.54","0.67","9.61","1.99","19931206","23.85","1.69","-0.42","20.9","15.59","3.07","89082"
"20250214","688655.SH","迅捷兴","元器件","深圳","840.78","1.33","1.33","11","3.91","3.16","3.04","2.28","0.01","5.15","2.32","20210511","2.31","1.73","2.87","-86.39","18.45","0.41","5702"
"20250214","605199.SH","葫芦娃","中成药","海南","66.11","4","4","31.08","12.86","9.08","2.91","0.73","0.21","2.88","6.41","20200710","3.99","1","-6.59","8.24","54.67","7.38","32092"
"20250214","300255.SZ","常山药业","生物制药","河北","1745.46","9.16","9.19","46.86","22.4","9.93","4.23","0.46","0.01","1.98","9.33","20110819","2.92","0.32","-31.2","101.88","18.06","-3.55","40810"
"20250214","301363.SZ","美好医疗","医疗保健","深圳","37.98","1.12","4.07","37.76","24.36","8.7","16.21","3.99","0.64","8.33","3.85","20221012","12.97","3.19","10.86","-14.07","41.78","22.29","8090"
"20250214","300537.SZ","广信材料","染料涂料","江苏","74.15","1.44","2","11.7","5.84","2.71","9.43","4.71","0.18","4.08","4.35","20160830","-3.58","-1.78","-2.11","2.21","37.14","9.51","30596"
"20250214","300519.SZ","新光药业","中成药","浙江","43.13","1.14","1.6","8.92","7.54","1.09","1.61","1.01","0.24","5.11","2.66","20160624","3.81","2.38","0.05","-35.63","35.08","17.47","16112"
"20250214","300893.SZ","松原股份","汽车配件","浙江","27.33","1.13","2.26","26.94","14.76","6.7","3.05","1.35","0.84","5.41","5.67","20200924","6.19","2.73","60.8","62.87","29.79","14.56","6497"
"20250214","300668.SZ","杰恩设计","装修装饰","深圳","162.76","0.88","1.2","11.62","9.64","0.75","3.77","3.14","0.09","6.31","2.99","20170619","2.44","2.03","-21.2","-79.09","26.3","2.87","4808"
"20250214","688155.SH","先惠技术","电气设备","上海","20.6","1.25","1.25","49.92","32.33","7.48","14.93","11.94","1.6","15.39","2.68","20200811","2.77","2.21","4.17","629.55","27.2","15.13","4531"
"20250214","002315.SZ","焦点科技","互联网","江苏","32.16","2.02","3.17","37.54","13.52","4.26","12.29","3.87","1.13","7.58","6.38","20091209","5.4","1.7","7.77","20.17","80.08","29.03","32073"
"20250214","002900.SZ","哈三联","化学制药","黑龙江","58.52","1.73","3.16","35.55","13.41","7.69","10.9","3.44","0.13","6.77","1.48","20170922","5.9","1.87","-9.1","-32.5","51.1","4.47","29449"
"20250214","002828.SZ","贝肯能源","石油开采","新疆","54.44","1.92","2.01","17.52","11.3","4.5","2.7","1.34","0.12","2.98","2.95","20161208","1.47","0.73","-9.86","-30.57","21.97","3.99","33063"
"20250214","600720.SH","中交设计","建筑工程","甘肃","15.41","7.76","22.95","283.05","185.91","16.56","85.32","3.72","0.48","6.92","1.27","19960716","34.59","1.51","-22.99","2.76","28.56","14.81","56755"
"20250214","688266.SH","泽璟制药-U","生物制药","江苏","0","2.65","2.65","29.67","25.65","1.96","30.97","11.7","-0.37","4.92","13.78","20200123","-20.77","-7.85","36.16","51.55","92.96","-28.55","8846"
"20250214","002380.SZ","科远智慧","软件服务","江苏","27.2","1.42","2.4","35.52","27.76","4.36","13.94","5.81","0.66","8.89","2.7","20100331","5.03","2.1","16.16","75.34","40.82","14.1","26289"
"20250214","600789.SH","鲁抗医药","化学制药","山东","19.28","8.99","8.99","91.5","42.03","36.52","16.98","1.89","0.39","4.33","2.29","19970226","11.34","1.26","-1.37","80.24","21.82","7.65","131837"
"20250214","300022.SZ","吉峰科技","农用机械","四川","0","3.8","4.94","21.01","18.2","1.28","5.52","1.12","-0.05","1.1","5.33","20091030","-5.21","-1.05","4.07","-530.32","12.28","0.08","26655"
"20250214","603291.SH","联合水务","水务","江苏","32.84","1.3","4.23","36.81","7.2","7.4","4.9","1.16","0.31","4.15","3.24","20230327","7.93","1.87","-4.55","20.97","33.91","16.86","13805"
"20250214","300533.SZ","冰川网络","互联网","深圳","0","1.65","2.34","23.61","20.34","0.16","8.8","3.75","-2.01","4.55","5.37","20160818","-1.16","-0.5","-6.19","-315.18","92.64","-22.95","29225"
"20250214","000766.SZ","通化金马","化学制药","吉林","493.58","9.66","9.66","45.98","12.1","7.04","35.79","3.7","0.02","2.42","6.72","19970430","-23.13","-2.39","-7.24","53.84","75.39","2.46","49247"
"20250214","688786.SH","悦安新材","小金属","江西","41.66","1.2","1.2","8.9","3.71","3.03","3.33","2.78","0.47","5.9","4.42","20210826","2.2","1.84","15.74","-4.67","34.93","17.97","3555"
"20250214","002446.SZ","盛路通信","通信设备","广东","65.9","8.48","9.15","42.9","24.4","4.73","21.83","2.38","0.07","3.59","1.78","20100713","1.09","0.12","-14.48","-59.34","33.49","7.91","84806"
"20250214","601766.SH","中国中车","运输设备","北京","22.4","243.28","286.99","5015.01","3391.21","608.23","425.23","1.48","0.25","5.7","1.32","20080818","860.68","3","6.67","17.77","21.21","6.21","539942"
"20250214","688062.SH","迈威生物-U","生物制药","上海","0","2.04","4","44.98","20.17","7.77","59.59","14.91","-1.74","4.8","3.38","20220118","-44.45","-11.12","41.79","-3.09","92.46","-493.29","13805"
"20250214","603602.SH","纵横通信","通信设备","浙江","154.82","2.29","2.29","21.63","15.16","2.3","1.46","0.64","0.11","3.49","5.47","20170810","3.88","1.69","52.52","-16.41","14.95","2.92","13868"
"20250214","688670.SH","金迪克","生物制药","江苏","0","1.23","1.23","15.58","6.29","1.3","11.16","9.06","-0.43","10.69","1.19","20210802","0.52","0.42","-67.81","-382.63","65.36","-137.44","4647"
"20250214","688193.SH","仁度生物","医疗保健","上海","230.12","0.3","0.4","10.05","8.57","0.81","7.77","19.44","0.12","23.18","1.55","20220330","1.33","3.33","11.57","155.99","80.39","3.58","3815"
"20250214","300933.SZ","中辰股份","电气设备","江苏","55.04","4.66","4.66","41.12","34.49","3.92","4.78","1.03","0.1","3.3","2.28","20210122","5.16","1.11","12.41","-25.69","13.89","2.27","26870"
"20250214","688701.SH","卓锦股份","环境保护","浙江","0","1.34","1.34","6.09","5.59","0.18","1.76","1.31","-0.32","1.78","3.57","20210916","-0.9","-0.67","-31.78","26.98","12.58","-22.76","3903"
"20250214","688399.SH","硕世生物","医疗保健","江苏","101.31","0.57","0.57","38.57","22.96","5.74","8.08","14.27","0.46","56.07","1.15","20191205","25.38","44.78","-3.02","115.4","65.66","10.11","8109"
"20250214","688619.SH","罗普特","软件服务","福建","0","1.85","1.85","16.34","9.99","2.7","9.71","5.24","-0.54","5.33","1.84","20210223","-1.25","-0.67","-65.44","-1946.44","15.97","-86.25","7515"
"20250214","300907.SZ","康平科技","电气设备","江苏","23.22","0.96","0.96","13.64","9.66","2.85","4.24","4.41","0.71","7.71","2.84","20201118","1.76","1.84","20.54","67.07","19.52","7.72","8147"
"20250214","002284.SZ","亚太股份","汽车配件","浙江","32.51","7.31","7.39","67.19","47.8","13.48","13.39","1.81","0.21","3.88","2.37","20090828","7.03","0.95","10.63","61.45","17.68","5.23","60067"
"20250214","603225.SH","新凤鸣","化纤","浙江","19.42","15.12","15.25","533.64","186.97","238.88","56.11","3.68","0.5","10.9","1.16","20170418","95.13","6.24","11.31","-15.91","5.61","1.52","30231"
"20250214","002771.SZ","真视通","软件服务","北京","0","1.75","2.1","10.73","7.75","1.13","1.49","0.71","-0.11","3.08","6.16","20150629","2.39","1.14","10.01","63.06","13.26","-12.04","62326"
"20250214","600161.SH","天坛生物","生物制药","北京","29.15","19.77","19.77","155.54","85.42","28.39","24.63","1.25","0.53","5.63","3.67","19980616","59.39","3","1.28","18.52","55.33","35.04","48667"
"20250214","002345.SZ","潮宏基","服饰","广东","12.09","8.67","8.89","59.77","42.4","5.12","12.92","1.45","0.36","4.2","1.36","20100128","14.09","1.59","8.01","0.95","24.16","6.5","31366"
"20250214","603151.SH","邦基科技","饲料","山东","33.79","0.81","1.68","17.67","9.41","5.99","7.15","4.26","0.25","7.36","1.56","20221019","3.32","1.97","41.22","-37.09","9.38","2.7","10425"
"20250214","300380.SZ","安硕信息","软件服务","上海","1124.73","1.27","1.38","10.84","9.85","0.16","1.69","1.22","0.04","2.68","20.28","20140128","0.25","0.18","5.17","114.75","27.99","-0.21","26327"
"20250214","601615.SH","明阳智能","电气设备","广东","22.9","22.71","22.71","829.2","466.06","139.95","171.81","7.56","0.36","11.9","0.91","20190123","79.74","3.51","-4.14","-34.58","15.2","4.27","139842"
"20250214","000050.SZ","深天马Ａ","元器件","深圳","0","24.58","24.58","802.63","210.92","458.62","262.35","10.67","-0.19","11.18","0.82","19950315","-13.43","-0.55","-2.78","73.6","13.35","-1.98","73130"
"20250214","300073.SZ","当升科技","电气设备","北京","35.08","5.05","5.07","168.88","117.32","37.95","71.63","14.14","0.92","25.98","1.65","20100427","53.72","10.61","-55.95","-68.87","13.13","7.92","88059"
"20250214","300306.SZ","远方信息","电器仪表","浙江","46.63","1.58","2.69","16.85","11.69","2.01","9.68","3.6","0.2","5.56","2.26","20120329","2","0.74","2.98","2.7","64.35","18.66","16308"
"20250214","601127.SH","赛力斯","汽车整车","重庆","34.26","15.1","15.1","915.38","656.16","94.94","157.15","10.41","2.67","8.94","13.67","20160615","-40.3","-2.67","539.24","276.02","25.23","3.2","208070"
"20250214","300210.SZ","森远股份","专用机械","辽宁","0","4.84","4.84","9.51","3.92","2.91","1.94","0.4","-0.08","0.86","13.25","20110426","-3.21","-0.66","-18.52","-7.88","23.48","-39.22","28936"
"20250214","688171.SH","纬德信息","软件服务","广东","227.03","0.51","0.84","8.63","7.12","0.09","5.95","7.1","0.06","9.96","1.89","20220127","1.35","1.61","-23.75","-65.03","39.71","8.22","4958"
"20250214","002382.SZ","蓝帆医疗","医疗保健","山东","0","10","10.07","169.8","54.36","43.81","53.85","5.35","-0.22","8.59","0.6","20100402","18.99","1.89","29.85","38.19","17.17","-4.88","82372"
"20250214","000705.SZ","浙江震元","医药商业","浙江","45.67","2.82","3.34","32.67","20.28","3.86","5.17","1.55","0.13","5.91","1.34","19970410","9.61","2.88","-8.61","-37.66","19.15","1.58","40720"
"20250214","430047.BJ","诺思兰德","生物制药","北京","0","1.8","2.74","4.81","2.43","0.49","4.4","1.6","-0.13","1.25","10.01","20201124","-3.71","-1.35","13.87","28.89","55.71","-55.62","5950"
"20250214","002243.SZ","力合科创","广告包装","深圳","60.73","12.04","12.11","162.23","74.47","15.76","21.96","1.81","0.11","5.93","1.53","20080528","35.22","2.91","-9.31","-53.33","20.09","4.98","32868"
"20250214","002941.SZ","新疆交建","建筑工程","新疆","31.64","6.46","6.46","187.16","93.45","3.54","7.31","1.13","0.28","5.1","2.32","20181128","16.25","2.52","-23.53","-15.6","13.06","4.46","46708"
"20250214","601728.SH","中国电信","电信运营","北京","18.51","202.53","915.07","8654.68","1959.82","4014.23","695.28","0.76","0.32","4.9","1.61","20210820","1994.93","2.18","2.85","8.11","29.99","7.49","263553"
"20250214","300677.SZ","英科医疗","医疗保健","山东","18.69","4.69","6.46","337.77","216.27","77.75","11.3","1.75","1.05","25.73","1.03","20170721","148.1","22.92","40.79","107.79","22.43","9.86","54950"
"20250214","688272.SH","富吉瑞","元器件","北京","131.49","0.76","0.76","7.55","6.41","0.32","4.77","6.27","0.14","6.61","3.83","20211018","-0.67","-0.88","77.6","116.42","41.43","4.76","2715"
"20250214","300484.SZ","蓝海华腾","电气设备","深圳","176.07","1.64","2.08","8.62","6.52","0.14","0.84","0.4","0.1","3.08","7.65","20160322","2.69","1.29","5.89","-5.05","39.41","8.46","30487"
"20250214","603309.SH","维力医疗","医疗保健","广东","15.53","2.92","2.93","27.37","9.21","4.75","6.49","2.22","0.57","6.27","1.88","20150302","8.17","2.79","8.53","15.85","44.8","16.24","18292"
"20250214","000607.SZ","华媒控股","广告包装","浙江","306","8.7","10.18","34.61","12.08","2.03","-1.94","-0.19","0.01","1.6","2.8","19960830","8.07","0.79","-16.92","-75.06","20.06","1.57","36333"
"20250214","002197.SZ","ST证通","IT设备","深圳","0","5.34","6.14","62.6","14.41","22.33","22.42","3.65","-0.09","3.95","1.13","20071218","-4.61","-0.75","-23.9","-335.08","26.02","-5.35","57749"
"20250214","002598.SZ","山东章鼓","机械基件","山东","23.18","2.82","3.12","27.67","20.31","2.2","2.12","0.68","0.33","3.91","2.58","20110707","5.7","1.83","7.75","0.86","31.09","7.09","36298"
"20250214","300151.SZ","昌红科技","专用机械","深圳","82.42","3.69","5.33","25.54","12.11","5.53","5.39","1.01","0.15","2.96","5.68","20101222","4.02","0.75","5.84","61.11","28.78","8.73","16158"
"20250214","600410.SH","华胜天成","软件服务","北京","0","10.96","10.96","84.16","41.24","5","25.38","2.31","-0.2","3.73","2.55","20040427","3.31","0.3","3.41","-6506.36","12.37","-6.44","227000"
"20250214","300981.SZ","中红医疗","医疗保健","河北","73.71","3.57","3.9","73.91","45.59","18.49","17.16","4.4","0.13","14.4","0.89","20210427","34.25","8.78","16.22","454.87","12.86","2.99","20541"
"20250214","605116.SH","奥锐特","化学制药","浙江","21.59","3.98","4.06","36.91","20.96","5.83","6.01","1.48","0.7","5.37","3.75","20200921","10.76","2.65","17.97","22.04","58.22","26.08","8992"
"20250214","002407.SZ","多氟多","化工原料","河南","437.77","10.81","11.9","224.8","105.5","61.08","51.89","4.36","0.02","7.45","1.64","20100518","23.56","1.98","-21.73","-94.6","8.4","0.39","181815"
"20250214","300597.SZ","吉大通信","通信设备","吉林","230.17","2.71","2.73","14.67","12.04","0.97","3.81","1.4","0.03","3.73","2.53","20170123","3.81","1.4","0.29","-31.53","21.17","2.31","23080"
"20250214","002872.SZ","ST天圣","医药商业","重庆","0","2.15","3.18","27.76","6.97","14.25","14.01","4.4","-0.11","6.47","0.6","20170519","1.9","0.6","-0.99","55.57","44.92","-9.22","12180"
"20250214","300082.SZ","奥克股份","化工原料","辽宁","0","6.78","6.8","54","21.21","17.76","16.57","2.44","-0.2","4.12","1.62","20100520","1.92","0.28","0.69","31.07","1.63","-4.29","31904"
"20250214","603829.SH","洛凯股份","电气设备","江苏","19.82","1.6","1.6","27.03","19.43","3.72","3.31","2.07","0.52","6.27","2.21","20171017","4.71","2.94","6.37","8.08","23.43","8.48","11665"
"20250214","300857.SZ","协创数据","IT设备","深圳","31.11","2.45","2.45","65.16","52.69","7.33","14.19","5.79","2.28","12.4","7.6","20200727","13.34","5.44","67.11","184.46","17.85","10.26","25242"
"20250214","300122.SZ","智飞生物","生物制药","重庆","21.28","14.14","23.94","537.1","454.58","36.22","0","0","0.9","13.14","1.94","20100928","280.94","11.74","-41.98","-67.07","27.23","9.44","123312"
"20250214","300590.SZ","移为通信","通信设备","上海","42.77","3.54","4.6","19.82","15.99","2.38","5.37","1.17","0.29","3.99","4.17","20170111","7.79","1.69","6.51","36.39","42.51","19.31","40771"
"20250214","600941.SH","中国移动","电信运营","北京","16.4","9.03","215.27","19833.43","5110.37","6737.98","-3015.09","-14.01","5.18","61.72","1.83","20220105","11611.24","53.94","2.05","5.09","30.81","14.02","96570"
"20250214","301130.SZ","西点药业","化学制药","吉林","49.88","0.58","0.81","9.77","4.5","2.89","4.61","5.71","0.44","11.12","2.52","20220223","3.9","4.82","12.95","-17.5","77.84","17.69","7496"
"20250214","603520.SH","司太立","化学制药","浙江","321.64","4.38","4.38","58.76","23.34","19.22","16.43","3.75","0.02","6.08","1.44","20160309","4.45","1.02","10.65","-77.17","21.44","0.51","32005"
"20250214","301076.SZ","新瀚新材","化工原料","江苏","82.15","0.69","1.35","12.41","8.02","3.06","5.59","4.16","0.31","8.44","4.03","20211011","3.73","2.77","-7.47","-40.41","24.61","13.68","18400"
"20250214","605566.SH","福莱蒽特","染料涂料","浙江","55.67","0.62","1.33","26.24","20.16","2.9","13.8","10.35","0.26","15.09","1.27","20211025","4.41","3.31","7.97","-29.78","14.12","3.29","11764"
"20250214","300531.SZ","优博讯","IT设备","深圳","208.3","3.15","3.28","23.32","19","0.97","6.44","1.97","0.05","4.59","3.22","20160809","6.16","1.88","1.6","-78.9","25.23","1.86","32267"
"20250214","688032.SH","禾迈股份","电气设备","浙江","41.27","1.24","1.24","80.96","61.92","5.59","57.55","46.39","1.99","50.34","2.16","20211220","5.39","4.35","-10.12","-40.88","48.09","19.37","7628"
"20250214","301095.SZ","广立微","半导体","浙江","1094.59","1.07","2","32.64","27.76","2.04","28.17","14.06","0.04","15.31","3.67","20220805","1.58","0.79","12.22","-84.89","62.81","3.88","20888"
"20250214","603858.SH","步长制药","中成药","山东","40.46","11.06","11.06","201.49","75.5","46.31","24.93","2.25","0.29","10.09","1.51","20161118","76.14","6.88","-14.71","-66.18","57.12","2.56","64344"
"20250214","300247.SZ","融捷健康","医疗保健","安徽","63.06","8.03","8.04","12.59","8.76","2.02","13.46","1.67","0.05","1.31","2.92","20110729","-11.64","-1.45","27.16","41.84","30.84","10.54","32925"
"20250214","601118.SH","海南橡胶","橡胶","海南","0","42.79","42.79","362.33","151.36","36.98","51.24","1.2","-0.11","2.17","2.51","20110107","-7","-0.16","32.46","13.95","2.88","-1.82","80959"
"20250214","002600.SZ","领益智造","元器件","广东","36.62","68.94","70.08","415.83","223.03","107.07","88.04","1.26","0.2","2.77","3.54","20110715","82.23","1.17","27.75","-24.85","15.87","4.46","280358"
"20250214","831627.BJ","力王股份","电气设备","广东","100.9","0.47","0.94","7.38","4.76","1.87","1.22","1.29","0.2","4.59","5.92","20230907","1.9","2.01","20.62","-25.47","14.51","3.61","4364"
"20250214","870656.BJ","海昇药业","化学制药","浙江","32.3","0.2","0.8","6.74","5.08","0.71","3.44","4.31","0.43","7.94","2.26","20240202","1.74","2.18","-29.94","-50.09","40.11","28.66","9958"
"20250214","002975.SZ","博杰股份","专用机械","广东","2292.69","0.82","1.43","27.35","18.41","3.29","6.69","4.69","0.01","11.31","2.92","20200205","6.76","4.74","23.03","128.42","44.61","-0.38","16933"
"20250214","688236.SH","春立医疗","医疗保健","北京","63.7","0.79","3.84","34.95","28.59","3.08","10.45","2.72","0.16","7.29","1.86","20211230","11.9","3.1","-35.84","-66.14","69.3","12","7998"
"20250214","688060.SH","云涌科技","IT设备","江苏","430.08","0.6","0.6","10.37","8.01","1.03","6.16","10.23","0.07","15.8","2.5","20200710","2.54","4.22","12.95","-2.48","38.77","1.14","5144"
"20250214","688581.SH","安杰思","医疗保健","浙江","18.3","0.41","0.81","24.08","22.14","1.09","17.19","21.23","2.45","28.39","2.1","20230519","4.91","6.06","23.53","37.91","72.13","46.21","5356"
"20250214","430476.BJ","海能技术","电器仪表","山东","0","0.63","0.85","5.44","2.52","1.26","1.78","2.11","-0.06","5.62","1.93","20221014","1.82","2.15","-10.5","-128.01","63.39","-6.37","2863"
"20250214","688117.SH","圣诺生物","生物制药","四川","37.56","1.12","1.12","15.28","6.51","2.78","3.83","3.41","0.51","8.2","3.09","20210603","4.11","3.66","16","63.66","58.99","16.82","5005"
"20250214","002235.SZ","安妮股份","造纸","福建","104.42","5.54","5.8","11.56","7.65","0.85","14.25","2.46","0.04","1.29","4.6","20080516","-11.5","-1.98","-8.83","341.02","19.74","10.03","77477"
"20250214","002468.SZ","申通快递","仓储物流","浙江","19.9","14.92","15.31","244.64","71.37","96.17","30.48","1.99","0.43","6.15","1.84","20100908","54.14","3.54","14.16","195.18","5.82","1.91","40186"
"20250214","603987.SH","康德莱","医疗保健","上海","14.95","4.37","4.37","40.78","17.7","11.23","6.37","1.46","0.37","5.68","1.33","20161121","13.94","3.19","-9.05","-11.6","31.3","10.76","27929"
"20250214","301515.SZ","港通医疗","医疗保健","四川","70.41","0.64","1","19.18","17.02","0.43","7.94","7.94","0.2","13.1","1.44","20230725","3.85","3.85","13.4","-46.99","20.02","4.07","8506"
"20250214","300261.SZ","雅本化学","农药化肥","江苏","0","9.36","9.63","41.25","16.33","9.87","6.92","0.72","-0.06","2.34","2.98","20110906","5.35","0.56","-14.59","-173.99","16.15","-5.93","60797"
"20250214","300887.SZ","谱尼测试","电器仪表","北京","0","3.62","5.46","39.58","19.86","12.24","15.81","2.9","-0.43","5.85","1.38","20200916","10.15","1.86","-36.11","-322.2","28.24","-20.68","22848"
"20250214","300166.SZ","东方国信","软件服务","北京","544.36","9.06","11.39","76.51","34.32","6.49","27.38","2.4","0.02","5.3","2.53","20110125","19.66","1.73","2.27","-80.9","34.69","1.19","85201"
"20250214","300277.SZ","海联讯","软件服务","浙江","711.66","3.34","3.35","6.87","5.33","0.02","0.83","0.25","0.01","1.45","8.8","20111123","0.47","0.14","36.17","-35.35","22.85","5.18","22017"
"20250214","300039.SZ","上海凯宝","中成药","上海","23.09","9.17","10.46","43.28","20.15","2.69","0.09","0.01","0.21","3.68","1.73","20100108","19.1","1.83","-2.87","10.68","81.3","19.32","58124"
"20250214","301520.SZ","万邦医药","生物制药","安徽","25.62","0.22","0.67","16","13.95","1.77","10.37","15.56","1.17","22.63","1.76","20230925","3.71","5.57","21.88","0.63","43.15","26.52","8673"
"20250214","002203.SZ","海亮股份","铜","浙江","17.17","19.28","19.98","448.78","268.41","73.78","30.24","1.51","0.44","6.9","1.46","20080116","85.1","4.26","-1.95","-9.39","3.06","1.15","19840"
"20250214","600276.SH","恒瑞医药","化学制药","江苏","47.12","63.79","63.79","483.38","344.57","51.52","32.22","0.51","0.73","6.86","6.63","20001018","321.49","5.04","18.67","32.98","85.97","22.87","417865"
"20250214","300052.SZ","中青宝","互联网","深圳","0","2.62","2.62","7.85","1.68","2.78","3.85","1.47","-0.14","1.7","11.53","20100211","-1.9","-0.72","-9.87","-4008.33","21.85","-19.79","59137"
"20250214","002405.SZ","四维图新","软件服务","北京","0","23.56","23.72","117.57","49.63","5.12","79.59","3.36","-0.21","3.97","2.52","20100518","-3.65","-0.15","9.06","1.66","34.69","-19.48","219466"
"20250214","300661.SZ","圣邦股份","半导体","北京","122.94","4.52","4.72","53.22","34.17","3.54","12.99","2.75","0.61","9.1","10.88","20170606","22.9","4.85","29.96","100.57","52.17","11.34","19740"
"20250214","601928.SH","凤凰传媒","出版业","江苏","16.41","25.45","25.45","314.54","118.69","59.11","33.63","1.32","0.53","7.54","1.53","20111130","106.8","4.2","-0.94","-24.27","39.83","14.26","41254"
"20250214","600560.SH","金自天正","电气设备","北京","71.35","2.24","2.24","17.35","15.04","1.32","2.07","0.93","0.17","4.16","3.91","20020919","4.27","1.91","-27.73","1.58","25.34","8.43","21610"
"20250214","301234.SZ","五洲医疗","医疗保健","安徽","39.67","0.18","0.68","8.59","5.32","3.05","3.95","5.81","0.5","11.13","2.4","20220705","2.66","3.91","-17.38","-36.47","17.37","10.02","7533"
"20250214","300107.SZ","建新股份","化工原料","河北","305.86","3.46","5.62","16.69","7.79","5.45","2.74","0.49","0.02","2.68","3.7","20100820","5.21","0.93","-4.23","28.45","11.24","3.05","47728"
"20250214","000807.SZ","云铝股份","铝","云南","11.36","34.68","34.68","423.17","141.41","221.04","107.42","3.1","1.1","8.07","2.07","19980408","130.92","3.78","31.67","52.49","14.65","11.28","97661"
"20250214","688180.SH","君实生物-U","生物制药","上海","0","7.65","9.86","108.58","45.86","23.16","153.95","15.62","-0.94","6.26","4.5","20200715","-99.87","-10.13","28.87","34.12","74.41","-77.78","29498"
"20250214","600967.SH","内蒙一机","运输设备","内蒙","34.71","16.99","17.02","197.56","121.39","19.08","45.46","2.67","0.21","6.77","1.46","20040518","46.25","2.72","-9.38","-38.12","11.56","5.12","66700"
"20250214","301072.SZ","中捷精工","汽车配件","江苏","0","0.67","1.05","12.63","5.8","4.94","4.35","4.15","-0.05","7.64","2.64","20210929","2.45","2.34","2.15","-127.76","12.63","-1.96","11339"
"20250214","600415.SH","小商品城","商品城","浙江","22.78","54.83","54.84","358.98","67.11","42.66","23.52","0.43","0.43","3.6","3.58","20020509","99.36","1.81","34.25","0.53","32","21.97","123461"
"20250214","832471.BJ","美邦科技","化工原料","河北","50.75","0.53","0.83","10.21","4.31","2.52","2.32","2.79","0.22","6.71","2.15","20230525","2.19","2.63","15.78","1.6","17.97","6.11","2904"
"20250214","002769.SZ","普路通","仓储物流","深圳","0","3.32","3.73","102.52","96.87","2.27","2.53","0.68","-0.12","3.18","2.26","20150629","5.23","1.4","-9.31","29.38","46.42","-13.01","28916"
"20250214","002690.SZ","美亚光电","专用机械","安徽","21.86","4.34","8.82","31.58","24.27","4.63","2.9","0.33","0.51","2.91","5.11","20120731","7.01","0.79","-4.78","-20.09","50.45","28.52","33233"
"20250214","600998.SH","九州通","医药商业","湖北","11.42","50.42","50.42","1010.17","831.39","84.11","52.29","1.04","0.34","4.89","1.05","20101102","134.02","2.66","-0.82","-6.99","7.96","1.56","35508"
"20250214","300556.SZ","丝路视觉","软件服务","深圳","0","1.03","1.22","18.69","13.95","0.22","4.58","3.76","-1.78","5.86","3.92","20161104","1","0.82","-53.54","-4882.78","-6.04","-49.57","23180"
"20250214","600661.SH","昂立教育","文教休闲","上海","132.33","2.87","2.87","16.44","7.21","0.59","3.08","1.08","0.07","0.32","36.66","19930614","-3.86","-1.35","35.33","122.05","44.12","2.43","19607"
"20250214","605117.SH","德业股份","电气设备","浙江","20.39","6.45","6.45","152.56","113.53","17.04","37.35","5.79","3.64","14.55","6.49","20210420","47.96","7.43","26.72","42.81","40.15","27.94","32647"
"20250214","688613.SH","奥精医疗","医疗保健","北京","360.43","1.36","1.36","15.55","12.13","1.73","9.68","7.14","0.04","10.49","1.65","20210521","2.73","2.01","-19.22","-90.95","74.46","-0.55","9779"
"20250214","831641.BJ","格利尔","矿物制品","江苏","743.44","0.45","0.77","6.42","5.14","0.62","1.46","1.89","0.02","4.63","3.3","20221202","1.18","1.53","1.38","-95.63","17.43","0.92","2467"
"20250214","002659.SZ","凯文教育","文教休闲","北京","0","5.98","5.98","29.43","4.51","0.88","20.22","3.38","-0.04","3.64","1.4","20120309","-4.7","-0.79","17.98","13.43","29.6","-9.14","26351"
"20250214","300959.SZ","线上线下","电信运营","江苏","244.41","0.52","0.8","14.11","11.77","0.5","8.08","10.06","0.15","14.44","3.52","20210322","2.4","2.99","-29.34","-56.77","5.52","1.42","17565"
